id_observacion,cancion_artista,color,calificacion,escuchas_previas,edad_anios,nivel_energia
901,amoreux Alleu,magenta,2.64,0,18,4
902,505 - Artic Monkeys,amarillo,4.1,19,23,3
903,"Good Luck, Babe! - Chappell Roan",amarillo,2.17,6,22,3
904,Explícale (feat. Bad Bunny) - Yandel y Bad Bunny,azul,4.13,16,21,4
905,Caperuza- Fuerza Regida,azul,3.05,7,20,2
906,In the closet - Michael Jackson,magenta,3.21,5,25,1
907,Woods - Mac Miller,azul,3.27,8,23,4
908,lencois maranhenses - Beele,magenta,4.37,15,19,2
909,Feet Don't Fail Me Now .Joy Crookes,amarillo,2.84,8,20,3
910,Prisión Los Tigres Del Norte,magenta,3.94,15,21,5
911,Gotas de Fuego José José,magenta,2.67,8,18,2
912,I was Made for lovin'you-KISS,magenta,4.4,17,18,4
913,Triple lavada Luis R Conriquez,magenta,3.25,6,24,4
914,Instant Crush Daft Punk,azul,1.51,0,24,3
915,Woods - Mac Miller,azul,1.73,2,19,2
916,"Saraiman, Ladaniva",amarillo,4.19,15,21,3
917,"Love hangover - Jennie, Dominic Fike",magenta,2.96,10,25,4
918,"Nsqk, ciencia ficción",azul,2.37,11,18,5
919,Treasure In The Hills - Leon Thomas,azul,3.04,14,23,2
920,the cure - Olivia Rodrigo,azul,2.11,0,20,2
921,"Making My Way, Leslie Mills",magenta,2.83,2,23,5
922,In the closet - Michael Jackson,magenta,3.6,16,22,2
923,Superestrella. Aitana,magenta,3.42,13,24,5
924,Belleza de cantina Cardenales De Nuevo leon,azul,2.38,10,24,4
925,"Eu vreau maritata, Nadia Bologan",amarillo,1.99,7,19,3
926,Music Box of Fate - Ironmouse,azul,3.17,3,19,1
927,Die with a smile-Bruno Mars y Lady Gaga,amarillo,2.75,6,19,2
928,I Bet on Losing Dogs .Mitski,amarillo,3.42,9,19,1
929,Genesis $uicideboy$,magenta,4.73,20,21,2
930,LUNCH - Billie Eilish,magenta,3.1,8,19,2
931,Cómo Le Explico Cornelio Vega,magenta,4.36,15,21,4
932,Diet Pepsi - Adisson Rae,amarillo,4.16,16,19,2
933,"Jimmy Hendrix, Angel",azul,2.97,15,20,3
934,Champagne Supernova - Oasis,azul,2.05,1,25,1
935,No tiene sentido - Beele,amarillo,3.23,16,19,2
936,Met Tonight - Zayn,magenta,1.94,5,21,4
937,Yanblock- 444,amarillo,1.59,2,21,5
938,LESS THAN A LOVER - JENNIE,magenta,3.47,19,19,1
939,Explícale (feat. Bad Bunny) - Yandel y Bad Bunny,azul,1.84,5,22,5
940,Corazones - Motel,amarillo,4.86,20,19,1
941,Selfless - The srokes,magenta,3.79,16,19,4
942,"Gustavo Cerati, jugo de luna",magenta,3.7,12,18,1
943,"Full Moon Full Life - Azumi Takahashi, Lotus Juice y ATLUS Sound Team",amarillo,2.82,10,20,3
944,She Will Be Loved - Maroon 5,amarillo,2.79,13,24,5
945,Callaita Bad bunny,azul,2.58,1,21,1
946,Porcelain de moby,amarillo,3.47,7,24,3
947,"Mama, My Chemical Romance",azul,2.62,13,24,5
948,"Wet Dreamz, Jcole",amarillo,3.77,13,24,4
949,Me gusta - Shakira y Anuel AA,azul,2.61,15,25,4
950,Vía Láctea - Zoé,magenta,2.17,7,21,5
951,Toma 1 C-kan,magenta,4.33,16,22,2
952,Unloveable - The Smiths,amarillo,2.76,5,22,1
953,Corazones - Motel,amarillo,4.09,15,23,2
954,A XON DE QUE - FEID,amarillo,3.77,19,22,3
955,Oye mi amor- mana,magenta,4.1,14,24,3
956,About You - The 1975,magenta,2.98,14,20,4
957,EoO - Bad Bunny,azul,2.07,0,22,4
958,"I Still Believe, Hayden Panettiere",amarillo,3.8,13,23,2
959,Nunca he sido honesto - Latin Mafia,magenta,3.08,18,23,2
960,Oye mi amor- mana,magenta,2.11,7,24,5
961,In the closet - Michael Jackson,magenta,2.43,2,18,5
962,Give Me Everything-Pitbull,amarillo,3.81,20,18,2
963,We are one - Pitbull,amarillo,2.51,5,20,1
964,"Jako, Ladaniva",magenta,2.73,14,18,5
965,"Cuscra, Lia Taburcean",magenta,1.89,4,21,4
966,"Mama, My Chemical Romance",azul,2.1,2,21,4
967,Nadie mas - Nsqk,magenta,1.88,7,25,3
968,Only a Fool would say that - Steely dan,magenta,4.08,20,20,1
969,Una flor - Pimpinela,magenta,3.28,14,24,2
970,Recess - Melanie Martinez,amarillo,3.88,19,20,4
971,No time to die - Billie Eilish,amarillo,2.31,5,18,2
972,"Nsqk, ciencia ficción",azul,2.79,0,22,1
973,Cake - Melanie Martinez,azul,3.85,19,25,4
974,Rauw Alejandro - expreso Martini,amarillo,3.2,19,18,5
975,Breathe de the prodigy,amarillo,4.03,16,19,5
976,Everybody Mac Miller,azul,2.22,1,22,2
977,PUNK ROCKY. A$AP ROCKY,azul,3.28,13,24,1
978,LESS THAN A LOVER - JENNIE,magenta,3.82,17,23,2
979,Traitor olivia rodrigo,amarillo,4.06,12,23,1
980,The Weeknd -one of The grils,azul,3.14,11,20,5
981,Everybody Mac Miller,azul,2.52,2,23,4
982,"Chicago freestyle, Drake",amarillo,2.35,10,18,5
983,"Cuscra, Lia Taburcean",magenta,2.79,10,18,1
984,Unloveable - The Smiths,amarillo,3.47,14,19,5
985,Dirty Diana - Michael Jackson,azul,3.97,15,25,4
986,"Sofia, Clairo",azul,3.18,20,22,1
987,Without you -Mariah Carey,magenta,3.48,14,20,4
988,No time to die - Billie Eilish,amarillo,3.1,10,23,3
989,si te pillara Beele,magenta,3.05,19,25,5
990,Radio - Bershy,magenta,4.47,18,24,5
991,Hasta Que Te Conocí - Juan Gabriel,magenta,3.4,10,18,4
992,Her. JVKE,magenta,2.66,3,18,5
993,Bodies - Offset,azul,1.7,3,23,1
994,Figa de Guiné - Mari Froes,azul,2.45,11,19,4
995,Watermelon man version headhunters - Herbie hancock,magenta,2.15,10,22,1
996,Her. JVKE,magenta,3.04,8,24,1
997,Happier-Olivia Rodrigo,magenta,2.72,8,22,3
998,We are one - Pitbull,amarillo,2.66,8,18,1
999,Someone like you-Adele,amarillo,2.24,5,18,1
1000,Mr. Brightside - The killers,magenta,2.79,8,18,1
